idBook	idBookRecommended
247566	255023
247566	259346
247566	283557
247566	298365
247566	312594
247566	247566
247716	247293
247716	252172
247716	248594
247716	250802
247716	315878
247716	249578
247716	314131
247716	250540
247716	251531
247716	279509
247716	247991
247716	247716
247716	252716
247716	251362
247716	247584
247870	298986
247870	247467
247870	253591
247870	259173
247870	254201
247870	279274
247870	285784
247870	381449
247870	507335
247870	511345
247925	399286
247925	249165
247925	252581
247925	246148
247925	392598
247925	586195
247925	249213
247925	287661
247949	246790
247949	254955
247949	258325
247949	246982
247949	251789
247949	252548
247949	252850
247949	248366
247949	248896
247949	256177
247949	246721
247949	247756
247949	249064
247949	250519
247949	252531
247949	254510
247949	261344
247949	269815
248006	248006
248006	249659
248006	250550
248006	270622
248006	272191
248006	281152
248006	281779
248006	340820
248017	281152
248017	249659
248017	281779
248017	253180
248017	340820
248017	303603
248017	272191
248017	270622
248017	248017
248054	274432
248054	306237
248054	285681
248054	267072
248054	248054
248054	335580
248054	352233
248054	315541
248054	323047
248147	258962
248147	249018
248147	248114
248147	245876
248147	264431
248147	260003
248147	247436
248147	256192
248147	249463
248147	275972
248147	250065
248147	250151
248147	250867
248147	246629
248147	263725
248147	254869
248147	251248
248147	246663
248147	248147
248206	270622
248206	281152
248206	250550
248206	249949
248206	298285
248206	272191
248206	340820
248206	249659
248270	297764
248270	249732
248270	306456
248270	259444
248270	254484
248270	248148
248270	246947
248270	263707
248270	247247
248270	261960
248270	253534
248270	249639
248270	257463
248270	248270
248285	248285
248285	255730
248285	261820
248285	266875
248285	281288
248285	285681
248285	298775
248285	301991
248285	306237
248285	335580
248285	387394
248285	396295
248285	512564
248317	256851
248317	343322
248317	257578
248317	261254
248317	326787
248317	295716
248317	295667
248317	274308
248317	288747
248317	247320
248317	375956
248317	248317
248317	298468
248345	248028
248345	248355
248345	250129
248345	267688
248345	278061
248345	259824
248345	280363
248345	248044
248345	249560
248345	262640
248345	309118
248345	246018
248345	246522
248345	250140
248345	254356
248345	257405
248345	325971
248345	280275
248351	248164
248351	429982
248351	246751
248351	346148
248351	266377
248351	252423
248351	378853
248351	249233
248351	403502
248351	353183
248351	269623
248351	329446
248351	258609
248351	250555
248351	249353
248351	341364
248381	329446
248381	265320
248381	250078
248381	247270
248381	256178
248381	246643
248381	247176
248381	287970
248381	378853
248381	248864
248381	249600
248381	353470
248381	254250
248381	286447
248381	247278
248381	410012
248381	253383
248381	252030
248397	250265
248397	252581
248397	287661
248397	586195
248397	249213
248397	249165
248397	399286
248397	248397
248483	249183
248483	253093
248483	259021
248483	247804
248483	248611
248483	253402
248483	261765
248483	291626
248483	263820
248483	247628
248483	255591
248483	246693
248483	254167
248483	255976
248483	303398
248490	248490
248490	249566
248490	250215
248490	254540
248490	264805
248490	268536
248490	274014
248490	274156
248490	247176
248490	248211
248490	248433
248490	248481
248490	250078
248490	258101
248490	260722
248490	328112
248490	329446
248490	248903
248490	251647
248594	247293
248594	247991
248594	248594
248594	252725
248594	257436
248594	265537
248594	267535
248594	315878
248594	351922
248594	352039
248594	386667
248617	255000
248617	246184
248617	245803
248617	251288
248617	246446
248617	267135
248617	271501
248617	249462
248617	249581
248617	252261
248617	268472
248617	246715
248617	246930
248617	258082
248617	266989
248617	246200
248617	252051
248617	256916
248617	248617
248654	645031
248654	246148
248654	245997
248654	252581
248654	392598
248654	287661
248655	245873
248655	251997
248655	248043
248655	250957
248655	255150
248655	245991
248655	247546
248655	250981
248655	252890
248655	246366
248655	249541
248655	250129
248655	251241
248655	1487209
248655	246509
248655	248106
248690	803502
248690	248516
248690	251411
248690	251687
248690	253142
248690	253652
248690	254703
248690	255329
248690	257053
248690	257808
248690	262509
248690	263283
248690	263466
248690	277053
248690	285922
248690	312467
248690	323033
248718	246698
248718	256296
248718	290347
248718	249121
248718	251540
248718	257823
248718	246343
248718	247156
248718	291255
248718	260872
248718	247667
248718	249813
248718	256866
248718	257558
248718	261294
248718	247476
248718	254036
248718	354225
248897	249292
248897	255558
248897	283704
248897	257136
248897	277830
248897	247717
248897	248610
248897	250673
248897	258763
248897	340154
248897	254774
248897	294411
248897	306648
248897	254325
248897	334291
248897	246193
248897	248487
248897	253564
248908	248043
248908	252890
248908	248207
248908	247546
248908	249088
248908	249340
248908	249541
248908	251997
248908	246509
248908	250957
248908	245991
248908	251241
248908	255150
248957	248957
248957	250550
248957	251028
248957	262705
248957	266554
248957	270622
248957	284738
248957	759896
249012	245902
249012	246420
249012	248987
249012	254337
249012	298369
249012	253534
249012	248967
249012	251068
249012	254667
249012	255183
249012	246495
249012	251061
249012	246999
249012	250514
249012	246617
249012	251312
249012	253652
249114	649688
249114	256509
249114	251494
249114	429633
249114	542262
249114	248951
249114	264557
249114	297295
249114	355188
249114	293663
249114	254300
249114	808474
249114	267257
249114	543805
249114	695063
249114	967682
249114	267935
249114	472735
249181	246816
249181	245831
249181	253635
249181	249623
249181	250316
249181	253093
249181	252020
249181	250236
249181	245928
249181	246212
249181	249159
249181	250064
249181	247806
249181	254167
249181	248122
249181	268823
249181	248022
249181	249181
249355	248896
249355	246790
249355	251789
249355	248928
249355	251859
249355	247506
249355	249905
249355	248232
249355	246721
249355	280879
249355	329181
249355	857295
249355	248366
249355	247914
249355	247182
249355	252850
249355	878449
249355	252531
249355	249355
249417	246071
249417	248647
249417	256084
249417	246790
249417	304515
249417	249010
249417	254240
249417	249064
249417	250288
249417	247817
249417	249641
249417	246982
249417	246738
249417	259070
249417	245792
249417	256656
249417	283789
249417	250158
249579	249579
249579	253180
249579	270622
249579	281152
249579	281779
249579	298285
249579	318538
249579	340820
249844	246358
249844	249301
249844	249844
249844	252456
249844	255755
249844	256865
249844	262590
249844	263535
249844	267552
249844	306484
249844	367781
249844	378858
249844	387231
250107	247320
250107	295667
250107	245915
250107	248495
250107	261254
250107	375956
250107	249557
250107	266239
250107	295716
250107	249317
250107	257578
250107	267071
250107	272507
250107	288747
250107	309312
250107	250107
250151	254848
250151	260544
250151	249593
250151	354917
250151	251726
250151	377588
250151	1873034
250151	1473613
250151	245876
250151	249203
250151	250565
250151	253134
250151	258481
250151	252313
250151	283565
250151	878449
250151	843858
250151	263725
250151	250151
250412	251674
250412	258456
250412	259086
250412	472735
250412	587937
250412	878449
250412	250412
250412	250470
250412	251726
250412	252517
250412	966301
250412	247020
250412	251502
250412	257276
250412	318354
250412	695063
250412	1473613
250615	246495
250615	250514
250615	245902
250615	248967
250615	438900
250615	251061
250615	253652
250615	274326
250615	287441
250615	315281
250615	325874
250615	248987
250615	249726
250615	284014
250615	251068
250615	251235
250615	298369
250615	292115
250656	245967
250656	246083
250656	246093
250656	246259
250656	248232
250656	249088
250656	249278
250656	249340
250656	250981
250656	251241
250656	251997
250656	252890
250656	254955
250656	255150
250656	258325
250656	280901
250656	296124
250843	344221
250843	249163
250843	252148
250843	303329
250843	263229
250843	267718
250843	269585
250843	292078
250843	362774
250843	247141
250843	257809
250843	274683
250843	310284
250843	248945
250843	246966
250843	247878
250843	255272
250843	323694
250843	250843
250853	247650
250853	248095
250853	249478
250853	250853
250853	252844
250853	254613
250853	255464
250853	259581
250853	273837
250853	280108
250853	287701
254320	275788
254320	303003
254320	296829
254320	315848
254320	262372
254320	304573
254320	272226
254320	253219
254320	286285
254320	259607
254320	399017
254320	555244
285700	333101
285700	274611
285700	285700
285700	1533807
285700	292300
285700	296243
306476	253219
306476	247223
306476	247378
306476	262372
306476	300835
306476	278385
306476	249089
306476	248322
306476	269963
306476	270391
306476	247509
306476	308863
306476	252974
306476	275788
306476	246443
306476	632119
306476	246352
306476	263559
313373	250764
313373	258183
313373	261080
313373	265644
313373	278575
313373	313373
313373	315693
313373	316167
313373	355068
313373	370113
313373	379105
313373	440448
313373	495245
3261644	3261644
10757185	10757185
13526160	13526160
13866988	13866988
14572273	14572273
18594727	18594727
18599856	18599856
18885069	18885069
